relation,a,b,c,d
ajanta_ekaranta_masc,atiTi,atiTIn,nfpati,nfpatIn
ajanta_ekaranta_masc,rASi,rASiByAm,BUpati,BUpatiByAm
ajanta_ekaranta_fem,mati,matyoH,nIti,nItyoH
ajantra_Rukaranta_masc,drazwf,drazwrA,vaktf,vaktrA
ajanta_ekaranta_masc,upADi,upADyoH,atiTi,atiTyoH
ajanta_ekaranta_masc,ari,arizu,niDi,niDizu
ajantra_Rukaranta_masc,aBiyantf,aBiyantuH,hantf,hantuH
ajanta_ukaranta_neu,vastu,vastUni,maDu,maDUni
ajantra_Rukaranta_masc,jetf,jetfzu,pitf,pitfzu
halanta_sakaranta_neu,manas,manoByAm,cetas,cetoByAm
ajantra_Rukaranta_masc,Batf,BatFn,vetf,vetFn
ajanta_ukaranta_masc,Bikzu,BikzuByAm,BAnu,BAnuByAm
ajanta_ukaranta_fem,hanu,hanuBiH,reRu,reRuBiH
ajanta_ekaranta_masc,BUpati,BUpatiByaH,narapati,narapatiByaH
ajanta_ukaranta_masc,krIqApawu,krIqApawoH,guru,guroH
ajanta_ukaranta_masc,taru,tarUn,hindu,hindUn
halanta_dakaranta_fem,vipad,vipadA,saMsad,saMsadA
ajantra_Rukaranta_masc,vetf,vetfByaH,trAtf,trAtfByaH
ajanta_ukaranta_masc,ripu,ripave,krIqApawu,krIqApawave
ajantra_Rukaranta_masc,hantf,hantre,vetf,vetre
ajanta_ekaranta_masc,jalaDi,jalaDiByaH,ravi,raviByaH
ajanta_ekaranta_fem,nABi,nABiByaH,kfti,kftiByaH
ajanta_ukaranta_masc,taru,taruH,jagadguru,jagadguruH
ajanta_ekaranta_masc,sAraTi,sAraTInAm,narapati,narapatInAm
ajanta_ekaranta_masc,pratiniDi,pratiniDinA,niDi,niDinA
ajanta_ekaranta_fem,rAtri,rAtriH,ASakti,ASaktiH
halanta_nakaranta_masc,yuvan,yUnAm,Sarman,SarmaRAm
halanta_sakaranta_neu,yaSas,yaSoByaH,manas,manoByaH
ajantra_Rukaranta_masc,hantf,hantaH,vikretf,vikretaH
ajanta_ekaranta_masc,vyADi,vyADiH,agni,agniH
ajanta_ukaranta_masc,kfpAlu,kfpAlvoH,hindu,hindvoH
ajanta_ukaranta_masc,sADu,sADave,SiSu,SiSave
ajanta_ekaranta_masc,giri,giriRA,BUpati,BUpatinA
ajanta_ekaranta_masc,kavi,kavaye,sAraTi,sAraTaye
ajanta_ekaranta_fem,Cadi,CadyoH,mandmati,mandmatyoH
ajanta_ekaranta_fem,nABi,nABiByaH,aNguli,aNguliByaH
ajanta_ukaranta_fem,reRu,reRvoH,hanu,hanvoH
halanta_nakaranta_masc_1,vivekin,vivekinAm,balin,balinAm
ajantra_Rukaranta_masc,hantf,hantre,trAtf,trAtre
ajanta_ekaranta_masc,vyADi,vyADO,upADi,upADO
ajanta_ekaranta_masc,yati,yatyoH,agni,agnyoH
ajanta_ekaranta_masc,vanaspati,vanaspatizu,ravi,ravizu
ajanta_ukaranta_masc,krIqApawu,krIqApawunA,viDu,viDunA
ajanta_ekaranta_masc,kavi,kave,narapati,narapate
ajanta_ekaranta_fem,Bakti,BaktiH,stuti,stutiH
halanta_nakaranta_masc_1,tejasvin,tejasvI,balin,balI
ajanta_ekaranta_masc,sAraTi,sAraTO,asi,asO
ajantra_Rukaranta_masc,drazwf,drazwaH,aBiyantf,aBiyantaH
ajanta_ekaranta_fem,nIti,nItim,budDi,budDim
ajanta_ukaranta_masc,bAhu,bAhum,kfpAlu,kfpAlum
ajantra_Rukaranta_masc,dAtf,dAtfBiH,trAtf,trAtfBiH
ajanta_ekaranta_fem,mUrti,mUrtim,aNguli,aNgulim
ajantra_Rukaranta_masc,aBiyantf,aBiyantaH,BrAtf,BrAtaH
ajanta_ukaranta_masc,izu,izuByAm,BIru,BIruByAm
ajantra_Rukaranta_masc,niyantf,niyantrA,drazwf,drazwrA
halanta_nakaranta_masc_1,guRin,guRine,Danin,Danine
ajanta_ekaranta_fem,kuwi,kuwiByaH,kIrti,kIrtiByaH
ajantra_Rukaranta_masc,jetf,jetfBiH,Batf,BatfBiH
ajanta_ekaranta_masc,brahmarzi,brahmarzeH,ravi,raveH
halanta_takaranta_neu,Sakft,SakftaH,jagat,jagataH
ajanta_ukaranta_masc,vizRu,vizRum,manu,manum
ajanta_ekaranta_fem,ASakti,ASakte,rAtri,rAtre
ajanta_ekaranta_fem,Bfkuwi,BfkuwyA,mati,matyA
ajanta_ukaranta_masc,viDu,viDuBiH,SiSu,SiSuBiH
ajantra_Rukaranta_fem,mAtf,mAtroH,yAtf,yAtroH
ajanta_ukaranta_masc,bindu,bindum,SiSu,SiSum
ajantra_Rukaranta_fem,duhitf,duhitA,svasf,svasA
ajanta_ekaranta_masc,jalaDi,jalaDe,atiTi,atiTe
ajanta_ukaranta_masc,BIru,BIruByAm,paNgu,paNguByAm
ajanta_ekaranta_masc,niDi,niDIn,giri,girIn
ajanta_ukaranta_masc,vawu,vawuByAm,hindu,hinduByAm
ajanta_ekaranta_masc,nfpati,nfpatiByAm,fzi,fziByAm
ajanta_ekaranta_fem,prIti,prItayaH,mandmati,mandmatayaH
ajanta_ukaranta_masc,vawu,vawuzu,ripu,ripuzu
ajanta_ekaranta_fem,prIti,prItiByaH,kuwi,kuwiByaH
halanta_nakaranta_masc_1,premin,premI,tapasvin,tapasvI
ajanta_ekaranta_fem,Bakti,BaktInAm,veRi,veRInAm
halanta_nakaranta_masc_1,hastin,hastinam,tejasvin,tejasvinam
halanta_nakaranta_masc_1,Danin,DaniByaH,tejasvin,tejasviByaH
ajanta_ukaranta_masc,SiSu,SiSuBiH,jagadguru,jagadguruBiH
ajanta_ukaranta_masc,jantu,jantuByAm,izu,izuByAm
ajanta_ukaranta_masc,vizRu,vizRave,sADu,sADave
ajanta_ekaranta_fem,mati,matizu,prakfti,prakftizu
ajantra_Rukaranta_masc,dAtf,dAtfzu,smartf,smartfzu
ajanta_ukaranta_masc,krIqApawu,krIqApawuH,Bikzu,BikzuH
ajantra_Rukaranta_masc,Srotf,SrotuH,pitf,pituH
ajanta_ekaranta_fem,saMskfti,saMskftim,smfti,smftim
ajanta_ekaranta_fem,Bfkuwi,BfkuwayaH,kfti,kftayaH
ajanta_ekaranta_fem,veRi,veRayaH,yuvati,yuvatayaH
ajanta_ukaranta_masc,jantu,jantUn,krIqApawu,krIqApawUn
ajanta_ekaranta_fem,mUrti,mUrte,mati,mate
halanta_nakaranta_masc_1,balin,baliBiH,vivekin,vivekiBiH
ajanta_ukaranta_masc,pawu,pawavaH,ripu,ripavaH
ajanta_ukaranta_fem,veRu,veRuzu,rajju,rajjuzu
ajanta_ekaranta_fem,kuwi,kuwiByAm,mati,matiByAm
ajanta_ekaranta_fem,stuti,stutIH,kfti,kftIH
ajanta_ukaranta_masc,bindu,binduByaH,vizRu,vizRuByaH
ajanta_ekaranta_masc,BUpati,BUpate,niDi,niDe
ajanta_ukaranta_fem,Denu,DenavaH,hanu,hanavaH
ajanta_ukaranta_masc,taru,tarvoH,bAhu,bAhvoH
ajantra_Rukaranta_masc,netf,netrA,Batf,BatrA
halanta_nakaranta_neu,DAman,DAmnaH,preman,premRaH
ajantra_Rukaranta_masc,netf,netAraH,vetf,vetAraH
ajanta_ekaranta_fem,Bakti,BaktiByaH,nIti,nItiByaH
ajanta_ekaranta_masc,jalaDi,jalaDiByaH,yati,yatiByaH
ajanta_ukaranta_masc,hanu,hanO,SiSu,SiSO
halanta_nakaranta_neu,Sarman,Sarmasu,sadman,sadmasu
halanta_nakaranta_masc_1,tapasvin,tapasvinA,vidyArTin,vidyArTinA
ajanta_ukaranta_masc,kfpAlu,kfpAlUnAm,manu,manUnAm
ajanta_ekaranta_masc,BUpati,BUpatizu,atiTi,atiTizu
halanta_nakaranta_neu,varman,varmaByaH,sadman,sadmaByaH
ajantra_Rukaranta_masc,smartf,smartfBiH,netf,netfBiH
ajantra_Rukaranta_masc,trAtf,trAtaH,vaktf,vaktaH
halanta_nakaranta_masc_1,tejasvin,tejasvizu,vAdin,vAdizu
ajantra_Rukaranta_masc,vikretf,vikretA,pitf,pitA
ajantra_Rukaranta_masc,jetf,jetari,vaktf,vaktari
halanta_nakaranta_neu,dAman,dAmnaH,sadman,sadmanaH
ajantra_Rukaranta_masc,kartf,kartroH,jetf,jetroH
ajanta_ekaranta_fem,kfti,kftiH,ASakti,ASaktiH
ajanta_ekaranta_masc,yati,yatInAm,agni,agnInAm
ajantra_Rukaranta_masc,Srotf,SrotaH,dAtf,dAtaH
ajanta_ekaranta_fem,mUrti,mUrtiBiH,mati,matiBiH
ajantra_Rukaranta_masc,vikretf,vikretFRAm,trAtf,trAtFRAm
ajantra_Rukaranta_masc,smartf,smartrA,jetf,jetrA
ajanta_ukaranta_masc,SiSu,SiSUnAm,vawu,vawUnAm
ajanta_ukaranta_masc,izu,izum,pawu,pawum
ajanta_ekaranta_masc,narapati,narapatizu,yati,yatizu
ajanta_ekaranta_masc,jalaDi,jalaDyoH,BUpati,BUpatyoH
ajanta_ekaranta_fem,kuwi,kuwiByAm,nIti,nItiByAm
ajanta_ukaranta_masc,izu,izU,BAnu,BAnU
ajanta_ekaranta_fem,truwi,truwyA,mati,matyA
halanta_nakaranta_neu,varman,varmaRaH,nAman,nAmnaH
ajanta_ukaranta_masc,guru,guro,pawu,pawo
ajanta_ukaranta_masc,jantu,jantuBiH,praBu,praBuBiH
halanta_nakaranta_masc_1,Danin,Danine,tapasvin,tapasvine
halanta_nakaranta_neu,Sarman,SarmaRe,nAman,nAmne
ajanta_ukaranta_masc,vawu,vawunA,SiSu,SiSunA
ajanta_ekaranta_masc,yati,yatiByAm,pati,patiByAm
ajanta_ekaranta_masc,pratiniDi,pratiniDIn,jalaDi,jalaDIn
halanta_sakaranta_neu,cetas,cetAMsi,vayas,vayAMsi
halanta_jakaranta_masc,samrAj,samrAjO,Bizaj,BizajO
ajanta_ukaranta_neu,maDu,maDuByAm,akzu,akzuByAm
halanta_nakaranta_masc_1,hastin,hastinA,guRin,guRinA
ajanta_ukaranta_masc,hindu,hindunA,taru,taruRA
ajantra_Rukaranta_masc,jAmAtf,jAmAtroH,BrAtf,BrAtroH
ajanta_ukaranta_masc,taru,tarvoH,hindu,hindvoH
halanta_nakaranta_masc_1,vAdin,vAdine,tapasvin,tapasvine
ajanta_ukaranta_masc,BIru,BIravaH,BAnu,BAnavaH
ajantra_Rukaranta_masc,kartf,kartAram,vetf,vetAram
ajanta_ekaranta_masc,BUpati,BUpatiH,asi,asiH
ajanta_ukaranta_masc,hanu,hanuByaH,hindu,hinduByaH
halanta_takaranta_neu,mahat,mahatA,bfhat,bfhatA
ajanta_ukaranta_masc,izu,izuH,hindu,hinduH
ajanta_ukaranta_masc,taru,taruRA,manu,manunA
ajanta_ekaranta_masc,yati,yateH,ari,areH
ajanta_ekaranta_masc,vyADi,vyADiByaH,BUpati,BUpatiByaH
ajantra_Rukaranta_masc,aBiyantf,aBiyantAram,BrAtf,BrAtaram
halanta_nakaranta_masc_1,loBin,loBine,vivekin,vivekine
ajanta_ekaranta_masc,yati,yatiBiH,vanaspati,vanaspatiBiH
ajanta_ekaranta_fem,prIti,prItiBiH,veRi,veRiBiH
ajanta_ekaranta_masc,pati,patIn,yati,yatIn
ajanta_ekaranta_masc,asi,asinA,jalaDi,jalaDinA
ajanta_ekaranta_fem,prakfti,prakftiBiH,Cadi,CadiBiH
halanta_nakaranta_masc_1,mantrin,mantriRam,premin,premiRam
ajanta_ekaranta_masc,pati,patIn,aYjali,aYjalIn
ajantra_Rukaranta_masc,viDAtf,viDAtfzu,dAtf,dAtfzu
ajantra_Rukaranta_masc,aBiyantf,aBiyantrA,vetf,vetrA
ajanta_ekaranta_masc,kapi,kapIn,giri,girIn
halanta_nakaranta_neu,varman,varmaBiH,sadman,sadmaBiH
ajanta_ekaranta_fem,paNkti,paNktiH,nIti,nItiH
ajanta_ekaranta_fem,ASakti,ASaktizu,mUrti,mUrtizu
halanta_nakaranta_neu,DAman,DAmAni,nAman,nAmAni
ajanta_ekaranta_masc,upADi,upADO,ravi,ravO
ajanta_ekaranta_fem,Bakti,BaktyA,rAtri,rAtryA
ajanta_ekaranta_fem,smfti,smftyA,stuti,stutyA
ajanta_ukaranta_masc,kfpAlu,kfpAlUn,praBu,praBUn
halanta_shakaranta_neu,vapuz,vapuwsu,Danuz,Danuwsu
ajantra_Rukaranta_masc,niyantf,niyantAram,Srotf,SrotAram
halanta_nakaranta_masc_1,balin,balinoH,guRin,guRinoH
ajantra_Rukaranta_masc,vaktf,vaktari,smartf,smartari
ajanta_ekaranta_masc,vanaspati,vanaspatIn,upADi,upADIn
ajantra_Rukaranta_masc,Srotf,SrotAram,viDAtf,viDAtAram
ajanta_ekaranta_fem,mUrti,mUrtInAm,Bfkuwi,BfkuwInAm
ajanta_ukaranta_masc,taru,taro,jantu,janto
ajanta_ukaranta_masc,taru,tarO,SiSu,SiSO
ajanta_ekaranta_fem,budDi,budDiByaH,veRi,veRiByaH
ajanta_ekaranta_fem,aNguli,aNgulayaH,ASakti,ASaktayaH
ajantra_Rukaranta_fem,yAtf,yAtfzu,duhitf,duhitfzu
ajantra_Rukaranta_masc,trAtf,trAtre,drazwf,drazwre
halanta_nakaranta_masc_1,mantrin,mantriRO,aDikArin,aDikAriRO
halanta_nakaranta_masc_1,vivekin,vivekinoH,hastin,hastinoH
ajanta_ekaranta_fem,nABi,nABayaH,prIti,prItayaH
ajanta_ekaranta_fem,yuvati,yuvatIH,varti,vartIH
ajanta_ukaranta_masc,guru,gurave,manu,manave
ajanta_ukaranta_masc,manu,manum,paNgu,paNgum
ajanta_ukaranta_masc,guru,gurU,BIru,BIrU
ajanta_ekaranta_masc,sAraTi,sAraTiByAm,brahmarzi,brahmarziByAm
ajantra_Rukaranta_masc,kartf,kartfByaH,vikretf,vikretfByaH
halanta_nakaranta_masc_1,tapasvin,tapasvinaH,mantrin,mantriRaH
ajanta_ekaranta_masc,sAraTi,sAraTeH,kapi,kapeH
ajanta_ekaranta_masc,fzi,fze,sAraTi,sAraTe
halanta_sakaranta_neu,yaSas,yaSasA,saras,sarasA
ajantra_Rukaranta_masc,drazwf,drazwfzu,jAmAtf,jAmAtfzu
ajantra_Rukaranta_fem,mAtf,mAtroH,duhitf,duhitroH
halanta_nakaranta_neu,veSman,veSmanaH,janman,janmanaH
ajantra_Rukaranta_masc,smartf,smartFRAm,dAtf,dAtFRAm
ajanta_ekaranta_masc,atiTi,atiTyoH,upADi,upADyoH
ajanta_ekaranta_fem,varti,vartim,truwi,truwim
ajantra_Rukaranta_masc,smartf,smartArO,aBiyantf,aBiyantArO
ajanta_ukaranta_masc,paNgu,paNgunA,pawu,pawunA
ajanta_ekaranta_fem,veRi,veRInAm,Bakti,BaktInAm
ajanta_ekaranta_masc,giri,girO,atiTi,atiTO
halanta_takaranta_neu,Bavizyat,BavizyadBiH,jagat,jagadBiH
ajanta_ekaranta_masc,alI,alyaH,upADi,upADIn
ajanta_ekaranta_fem,stuti,stutiByAm,Bakti,BaktiByAm
ajanta_ekaranta_fem,BUmi,BUmInAm,paNkti,paNktInAm
ajanta_ekaranta_fem,smfti,smftiBiH,veRi,veRiBiH
ajanta_ekaranta_masc,vanaspati,vanaspatim,kavi,kavim
ajantra_Rukaranta_masc,vikretf,vikretuH,Batf,BatuH
ajanta_ekaranta_fem,mati,mate,mandmati,mandmate
ajanta_ukaranta_fem,vIraprasu,vIraprasvA,caYcu,caYcvA
ajanta_ekaranta_masc,upADi,upADayaH,pratiniDi,pratiniDayaH
ajanta_ekaranta_fem,prIti,prItiH,mati,matiH
ajanta_ekaranta_fem,truwi,truwIH,veRi,veRIH
halanta_nakaranta_neu,janman,janmaByaH,veSman,veSmaByaH
ajanta_ekaranta_fem,kuwi,kuwI,kIrti,kIrtI
ajanta_ekaranta_fem,varti,vartiH,budDi,budDiH
ajanta_ekaranta_fem,kIrti,kIrtyoH,Cadi,CadyoH
ajanta_ekaranta_masc,ravi,ravI,rASi,rASI
halanta_nakaranta_masc_1,loBin,loBiByaH,tapasvin,tapasviByaH
ajantra_Rukaranta_masc,dAtf,dAtfByAm,BrAtf,BrAtfByAm
ajanta_ekaranta_masc,fzi,fzIn,pratiniDi,pratiniDIn
ajanta_ukaranta_masc,taru,tarURAm,praBu,praBURAm
ajanta_ekaranta_masc,ari,ariRA,rASi,rASinA
ajantra_Rukaranta_masc,pitf,pitfzu,vaktf,vaktfzu
ajanta_ekaranta_fem,nIti,nItIH,saMskfti,saMskftIH
ajanta_ekaranta_neu,atiSAyi,atiSAyiBiH,sakTi,sakTiBiH
ajanta_ekaranta_masc,pratiniDi,pratiniDaye,alI,alye
ajanta_ekaranta_masc,sAraTi,sAraTe,BUpati,BUpate
ajanta_ekaranta_masc,ravi,ravayaH,nfpati,nfpatayaH
ajanta_ekaranta_fem,stuti,stutayaH,mUrti,mUrtayaH
ajanta_ukaranta_masc,jantu,jantvoH,manu,manvoH
ajanta_ukaranta_fem,rajju,rajjum,reRu,reRum
ajanta_ekaranta_masc,BUpati,BUpatizu,giri,girizu
ajanta_ekaranta_masc,upADi,upADayaH,sAraTi,sAraTayaH
ajantra_Rukaranta_masc,BrAtf,BrAtre,vaktf,vaktre
ajanta_ekaranta_masc,aYjali,aYjaliByaH,brahmarzi,brahmarziByaH
ajanta_ukaranta_masc,Bikzu,Bikzuzu,BAnu,BAnuzu
ajanta_ekaranta_fem,Akfti,AkftI,mandmati,mandmatI
ajanta_ekaranta_masc,kapi,kapiByAm,BUpati,BUpatiByAm
halanta_takaranta_neu,Bavizyat,Bavizyate,bfhat,bfhate
ajanta_ekaranta_masc,nfpati,nfpatIn,atiTi,atiTIn
ajanta_ukaranta_masc,hindu,hindoH,viDu,viDoH
ajanta_ekaranta_fem,budDi,budDe,mandmati,mandmate
ajanta_ekaranta_fem,smfti,smftayaH,saMskfti,saMskftayaH
ajanta_ukaranta_masc,vawu,vawavaH,praBu,praBavaH
ajanta_ekaranta_fem,paNkti,paNktiByAm,Bfkuwi,BfkuwiByAm
ajanta_ekaranta_fem,mandmati,mandmatInAm,Akfti,AkftInAm
ajanta_ukaranta_masc,ripu,ripuzu,paNgu,paNguzu
ajanta_ekaranta_fem,kIrti,kIrtim,smfti,smftim
ajantra_Rukaranta_fem,mAtf,mAtfByaH,yAtf,yAtfByaH
ajantra_Rukaranta_masc,hantf,hantari,kartf,kartari
ajanta_ekaranta_fem,aNguli,aNguliBiH,ASakti,ASaktiBiH
ajanta_ekaranta_masc,niDi,niDaye,brahmarzi,brahmarzaye
halanta_sakaranta_neu,saras,sarasaH,payas,payasaH
ajanta_ekaranta_masc,atiTi,atiTI,vanaspati,vanaspatI
halanta_nakaranta_neu,vyoman,vyomAni,sAman,sAmAni
ajanta_ukaranta_masc,hanu,hano,hindu,hindo
ajanta_ukaranta_neu,maDu,maDuzu,akzu,akzuzu
halanta_shakaranta_fem,dfS,dfk,diS,dik
ajanta_ukaranta_masc,jagadguru,jagadguravaH,paNgu,paNgavaH
ajanta_ekaranta_masc,giri,girIRAm,narapati,narapatInAm
ajanta_ekaranta_fem,kfti,kftyA,Bakti,BaktyA
ajanta_ekaranta_fem,truwi,truwizu,rAtri,rAtrizu
ajanta_ekaranta_fem,smfti,smftyoH,ASakti,ASaktyoH
ajanta_ekaranta_masc,ravi,raviH,agni,agniH
ajanta_ekaranta_fem,aNguli,aNgulI,yuvati,yuvatI
halanta_nakaranta_masc,Atman,Atmasu,rAjan,rAjasu
ajantra_Rukaranta_masc,viDAtf,viDAtfByaH,vikretf,vikretfByaH
ajanta_ekaranta_masc,ari,arayaH,vyADi,vyADayaH
ajantra_Rukaranta_masc,jetf,jetre,drazwf,drazwre
halanta_takaranta_fem,sarit,saridByaH,taqit,taqidByaH
ajanta_ekaranta_masc,kapi,kapaye,brahmarzi,brahmarzaye
ajanta_ekaranta_neu,akzi,akziRoH,daDi,daDinoH
ajanta_ekaranta_masc,pati,patiByAm,atiTi,atiTiByAm
ajanta_ekaranta_fem,mati,matIH,kfti,kftIH
ajantra_Rukaranta_masc,aBiyantf,aBiyantFn,Batf,BatFn
halanta_takaranta_fem,sarit,sarite,yozit,yozite
ajanta_ekaranta_masc,jalaDi,jalaDI,ravi,ravI
halanta_nakaranta_neu,Sarman,SarmARi,nAman,nAmAni
ajanta_ekaranta_fem,Cadi,CadInAm,mati,matInAm
ajantra_Rukaranta_masc,trAtf,trAtrA,niyantf,niyantrA
halanta_nakaranta_masc_1,hastin,hastinaH,balin,balinaH
ajanta_ekaranta_masc,ravi,ravIn,rASi,rASIn
halanta_takaranta_fem,vidyut,vidyut,taqit,taqit
ajanta_ukaranta_masc,jantu,jantoH,BIru,BIroH
halanta_sakaranta_neu,vayas,vayasoH,yaSas,yaSasoH
ajanta_ukaranta_fem,rajju,rajjU,snAyu,snAyU
ajanta_ukaranta_masc,jantu,jantUn,paNgu,paNgUn
halanta_nakaranta_masc_1,vivekin,vivekiByAm,guRin,guRiByAm
ajanta_ukaranta_masc,jagadguru,jagadguruH,SiSu,SiSuH
ajantra_Rukaranta_masc,vaktf,vaktFn,Batf,BatFn
ajanta_ekaranta_fem,prIti,prItizu,rAtri,rAtrizu
ajanta_ukaranta_masc,BIru,BIrave,paNgu,paNgave
ajanta_ekaranta_masc,vyADi,vyADizu,alI,alIzu
ajanta_ekaranta_fem,mandmati,mandmatIH,veRi,veRIH
halanta_nakaranta_neu,karman,karmaRaH,sadman,sadmanaH
ajanta_ekaranta_masc,giri,girizu,alI,alIzu
halanta_nakaranta_masc_1,loBin,loBizu,tapasvin,tapasvizu
halanta_sakaranta_neu,yaSas,yaSasAm,vacas,vacasAm
ajantra_Rukaranta_masc,hantf,hantfzu,pitf,pitfzu
ajanta_ekaranta_masc,fzi,fzI,sAraTi,sAraTI
ajanta_ekaranta_masc,kapi,kapinA,upADi,upADinA
ajanta_ukaranta_masc,praBu,praBum,BAnu,BAnum
ajanta_ekaranta_masc,kavi,kaviByAm,vyADi,vyADiByAm
halanta_nakaranta_masc_1,balin,balinoH,loBin,loBinoH
ajanta_ekaranta_fem,ASakti,ASaktIH,truwi,truwIH
ajanta_ekaranta_fem,kIrti,kIrtim,mUrti,mUrtim
ajanta_ukaranta_masc,vizRu,vizRavaH,bindu,bindavaH
halanta_nakaranta_masc_1,balin,baliByaH,guRin,guRiByaH
ajantra_Rukaranta_masc,netf,netA,niyantf,niyantA
ajanta_ekaranta_fem,smfti,smftInAm,kIrti,kIrtInAm
ajanta_ukaranta_masc,bAhu,bAhUnAm,Bikzu,BikzURAm
ajantra_Rukaranta_masc,smartf,smartfBiH,vaktf,vaktfBiH
ajanta_ekaranta_fem,Bakti,BaktiByAm,kfti,kftiByAm
halanta_takaranta_fem,vidyut,vidyut,sarit,sarit
ajanta_ekaranta_fem,Akfti,AkftI,Cadi,CadI
ajantra_Rukaranta_masc,kartf,kartFn,Srotf,SrotFn
ajanta_ekaranta_fem,Bakti,Baktim,Akfti,Akftim
ajanta_ukaranta_masc,pawu,pawUnAm,paNgu,paNgUnAm
ajanta_ekaranta_masc,fzi,fziByaH,vanaspati,vanaspatiByaH
ajanta_ukaranta_masc,hindu,hinduByAm,BIru,BIruByAm
ajanta_ekaranta_masc,jalaDi,jalaDiByAm,upADi,upADiByAm
halanta_nakaranta_neu,karman,karmaRi,varman,varmaRi
ajantra_Rukaranta_masc,kartf,kartFRAm,smartf,smartFRAm
ajanta_ukaranta_masc,paNgu,paNgavaH,sADu,sADavaH
ajanta_ekaranta_masc,kavi,kavIn,agni,agnIn
ajanta_ekaranta_fem,mati,mate,kuwi,kuwe
ajanta_ukaranta_masc,pawu,pawoH,ripu,ripoH
ajanta_ukaranta_masc,krIqApawu,krIqApawUnAm,sADu,sADUnAm
ajanta_ukaranta_masc,krIqApawu,krIqApawO,SiSu,SiSO
ajantra_Rukaranta_masc,pitf,pituH,kartf,kartuH
ajanta_ekaranta_fem,saMskfti,saMskftiByAm,Bfkuwi,BfkuwiByAm
halanta_takaranta_neu,dIvyat,dIvyat,mahat,mahat
ajanta_ekaranta_masc,pratiniDi,pratiniDO,nfpati,nfpatO
ajanta_ukaranta_masc,SiSu,SiSUnAm,ripu,ripURAm
ajanta_ukaranta_masc,BIru,BIruByAm,bAhu,bAhuByAm
ajanta_ukaranta_masc,guru,guruzu,jagadguru,jagadguruzu
halanta_nakaranta_masc,rAjan,rAjA,Atman,AtmA
halanta_takaranta_fem,vidyut,vidyutAm,yozit,yozitAm
halanta_nakaranta_masc_1,balin,baliByAm,Danin,DaniByAm
ajanta_ukaranta_fem,Denu,DenvA,vIraprasu,vIraprasvA
ajanta_ekaranta_fem,nIti,nIte,Bfkuwi,Bfkuwe
ajanta_ukaranta_masc,hanu,hanunA,paNgu,paNgunA
ajanta_ekaranta_masc,jalaDi,jalaDizu,kavi,kavizu
ajantra_Rukaranta_masc,trAtf,trAtuH,dAtf,dAtuH
ajanta_ekaranta_masc,BUpati,BUpatInAm,giri,girIRAm
halanta_nakaranta_neu,janman,janmane,dAman,dAmne
ajanta_ekaranta_fem,prIti,prItI,Akfti,AkftI
ajantra_Rukaranta_masc,vikretf,vikretfzu,drazwf,drazwfzu
ajanta_ukaranta_masc,viDu,viDU,hindu,hindU
halanta_sakaranta_neu,cetas,cetasaH,tapas,tapasaH
ajanta_ukaranta_masc,viDu,viDavaH,taru,taravaH
ajanta_ekaranta_fem,varti,vartiBiH,nABi,nABiBiH
ajantra_Rukaranta_masc,vikretf,vikretAraH,trAtf,trAtAraH
ajanta_ukaranta_masc,praBu,praBURAm,Bikzu,BikzURAm
halanta_dakaranta_fem,sampad,sampadam,vipad,vipadam
ajanta_ekaranta_neu,akzi,akziRe,atiSAyi,atiSAyine
ajanta_ekaranta_fem,mUrti,mUrtiBiH,Cadi,CadiBiH
ajantra_Rukaranta_masc,hantf,hantfBiH,Srotf,SrotfBiH
ajantra_Rukaranta_masc,drazwf,drazwfByaH,Srotf,SrotfByaH
ajanta_ekaranta_masc,kavi,kaviBiH,vanaspati,vanaspatiBiH
halanta_nakaranta_masc,sudAman,sudAmnoH,Atman,AtmanoH
ajanta_ekaranta_masc,alI,alIBiH,aYjali,aYjaliBiH
ajantra_Rukaranta_masc,jAmAtf,jAmAtA,aBiyantf,aBiyantA
ajanta_ekaranta_fem,ASakti,ASaktIH,veRi,veRIH
halanta_sakaranta_neu,yaSas,yaSoBiH,saras,saroBiH
ajanta_ekaranta_masc,nfpati,nfpatI,rASi,rASI
ajanta_ukaranta_fem,karu,karUH,snAyu,snAyUH
ajantra_Rukaranta_masc,jetf,jetfByaH,niyantf,niyantfByaH
ajantra_Rukaranta_masc,dAtf,dAtfBiH,kartf,kartfBiH
halanta_nakaranta_neu,DAman,DAmnA,varman,varmaRA
halanta_nakaranta_masc_1,premin,premiByAm,guRin,guRiByAm
ajanta_ukaranta_masc,jagadguru,jagadguruH,BIru,BIruH
ajanta_ekaranta_masc,vanaspati,vanaspate,atiTi,atiTe
halanta_nakaranta_masc_1,aDikArin,aDikAriRAm,Danin,DaninAm
ajanta_ekaranta_masc,giri,girI,nfpati,nfpatI
ajanta_ekaranta_fem,truwi,truwiH,nIti,nItiH
ajantra_Rukaranta_masc,vikretf,vikretrA,viDAtf,viDAtrA
halanta_nakaranta_masc_1,yogin,yogini,Danin,Danini
ajanta_ukaranta_masc,jagadguru,jagadguruByAm,hindu,hinduByAm
ajanta_ukaranta_masc,manu,manU,vizRu,vizRU
ajanta_ekaranta_fem,nIti,nItizu,aNguli,aNgulizu
ajanta_ekaranta_masc,kapi,kapyoH,vyADi,vyADyoH
ajanta_ekaranta_fem,BUmi,BUmiH,kfti,kftiH
